episode_number,title,url,date,topic,description
1136,Why Christmas Never Lives Up to the Buildup,https://www.desiringgod.org/interviews/why-christmas-never-lives-up-to-the-buildup,2017-12-22,Christian Hedonism,"Christmas may fall short now, but one day our delight will be full — and it will go on increasing for all eternity. This is what Christmas is all about."
1135,Do I Love God for His Gifts or for Who He Is?,https://www.desiringgod.org/interviews/do-i-love-god-for-his-gifts-or-for-who-he-is,2017-12-20,Gratitude,Every good gift we receive comes through the death of Christ. So every gift from God is an opportunity to enjoy God himself.
1134,Did Jesus Diminish His Divine Power to Become Human?,https://www.desiringgod.org/interviews/did-jesus-diminish-his-divine-power-to-become-human,2017-12-18,The Person of Christ,"Jesus is one hundred percent God, one hundred percent man. This union of divinity and humanity may be mysterious, but it’s the only hope for sinners."
1133,Keep Close to the Heart of Christmas,https://www.desiringgod.org/interviews/keep-close-to-the-heart-of-christmas,2017-12-15,The Birth of Christ,"Let’s stay close to the heart of Christmas: God took on flesh that he might die to destroy our enemies, deliver us from sin, and give us eternal life."
1132,To Live Is Christ — What Does That Mean?,https://www.desiringgod.org/interviews/to-live-is-christ-what-does-that-mean,2017-12-13,Christian Hedonism,The key to magnifying Christ in life and in death is to find him more precious and more satisfying than everything we lose in death.
1131,What Is the ‘Sin Not Leading to Death’ in 1 John 5?,https://www.desiringgod.org/interviews/what-is-the-sin-not-leading-to-death-in-1-john-5,2017-12-11,Sanctification & Growth,"The only kind of sin that does not lead to death is the sin that we confess, repent of, and resolve to fight by God’s grace."
1130,Can I Leave and Cleave If We Live with My Parents?,https://www.desiringgod.org/interviews/can-i-leave-and-cleave-if-we-live-with-my-parents,2017-12-08,Marriage & Family,"In many cultures, married couples live with the husband’s family. But does “leaving and cleaving” mean they should move out and get their own place?"
1129,How to Live Wisely in the End Times,https://www.desiringgod.org/interviews/how-to-live-wisely-in-the-end-times,2017-12-06,End Times,George Ladd has done more to shape our view of the end times than almost any other theologian. Pastor John explains the man and his influence.
1128,We Are Accountable for What We Know,https://www.desiringgod.org/interviews/we-are-accountable-for-what-we-know,2017-12-04,The Wrath of God,"“Everyone to whom much was given, of him much will be required.” Did Jesus intend this warning for believers or nonbelievers?"
1127,When Do Christians Resist a Government That Kills Its Citizens?,https://www.desiringgod.org/interviews/when-do-christians-resist-a-government-that-kills-its-citizens,2017-12-01,Government,"By default, Christians should submit to public officials. But how should Christians respond to rampant injustice in government?"
1126,To Whom Did Jesus Pay Our Ransom?,https://www.desiringgod.org/interviews/to-whom-did-jesus-pay-our-ransom,2017-11-29,Justification,"If Christ died to pay our debt, whom did he pay? Did he pay Satan in order to free us from captivity, or did he pay God to free us from our penalty?"
1125,Did Public Controversy over the Nashville Statement Hurt the Cause?,https://www.desiringgod.org/interviews/did-public-controversy-over-the-nashville-statement-hurt-the-cause,2017-11-27,Homosexuality,The Bible’s view of human sexuality is a beautiful truth that we should set on a pedestal — even if that means others hate us for it.
1124,Does Hebrews Tell Us to “Grow Up” Beyond the Gospel?,https://www.desiringgod.org/interviews/does-hebrews-tell-us-to-grow-up-beyond-the-gospel,2017-11-24,Sanctification & Growth,We don’t ever outgrow the gospel. So why does Hebrews call us to “leave behind the elementary doctrine of Christ and go on to maturity”?
1123,How Do You Structure Your Prayer Life?,https://www.desiringgod.org/interviews/how-do-you-structure-your-prayer-life,2017-11-22,Prayer,"On any given day, innumerable needs surround us that all call for prayer. So how do we navigate these endless needs and decide what to pray for?"
1122,Does God Decree Events He Doesn’t Want to Happen?,https://www.desiringgod.org/interviews/does-god-decree-events-he-doesnt-want-to-happen,2017-11-20,The Sovereignty of God,"If nothing happens outside of God’s control, then why is this world filled with events that clearly oppose God’s revealed will?"
1121,How Do I Glorify God in My Job?,https://www.desiringgod.org/interviews/how-do-i-glorify-god-in-my-job,2017-11-17,Work & Vocation,Most of us spend at least forty hours a week at work. So how do we leverage our time there to bring honor and praise to God?
1120,How Do I Process Personal Criticism?,https://www.desiringgod.org/interviews/how-do-i-process-personal-criticism,2017-11-15,Sanctification & Growth,Aim to be humble rather than defensive when it comes to criticism. Only then will we be able to listen to their words and change if we’re wrong.
1119,Why Does Gossip Feel So Good?,https://www.desiringgod.org/interviews/why-does-gossip-feel-so-good,2017-11-13,Speech,Spreading damaging reports about others feels so good and comes so naturally. But why is this impulse so natural? And how do we fight it?
1118,Am I Wrong to Prepare for a Nuclear Doomsday?,https://www.desiringgod.org/interviews/am-i-wrong-to-prepare-for-a-nuclear-doomsday,2017-11-10,War,"Under the threat of nuclear war, we could easily start preparing for the worst by stocking up on food and building a bomb shelter. But should we?"
1117,Why Does God’s Sovereignty Make Some Ambitious and Others Apathetic?,https://www.desiringgod.org/interviews/why-does-gods-sovereignty-make-some-ambitious-and-others-apathetic,2017-11-08,The Sovereignty of God,"Why do some hear of God’s sovereignty and run into the mission field with confidence, while others passively say, “What will be will be”?"
1116,How Do I Love God More Than My Entertainment?,https://www.desiringgod.org/interviews/how-do-i-love-god-more-than-my-entertainment,2017-11-06,Technology,"What should we do if the thrills of TV, movies, video games, and sports feel more interesting than spending time with God?"
1115,The Dignity of Those with Dementia,https://www.desiringgod.org/interviews/the-dignity-of-those-with-dementia,2017-11-03,Disease & Sickness,"Dementia may turn God’s people into frail shadows of their former self, but these saints are sitting on the brink of a glory and power we can’t imagine."
1114,Six Common Ways Preachers Dishonor God’s Word,https://www.desiringgod.org/interviews/six-common-ways-preachers-dishonor-gods-word,2017-11-01,Preaching & Teaching,The stakes are high when pastors do not root their points plainly from the text in front of them. Here are six consequences.
1113,How Do I Know If I’m Loving My Wife Well?,https://www.desiringgod.org/interviews/how-do-i-know-if-im-loving-my-wife-well,2017-10-30,Marriage,The Bible calls husbands to lead their wives. But where should you go for help if you’ve never seen anyone model Christlike leadership in the home?
1112,Church Membership Has Left Me Relationally Jaded,https://www.desiringgod.org/interviews/church-membership-has-left-me-relationally-jaded,2017-10-27,Church Membership,Even the best churches and friendships can leave us feeling relationally jaded. So how can we persevere in love when others disappoint us so much?
1111,Is God a Megalomaniac?,https://www.desiringgod.org/interviews/is-god-a-megalomaniac,2017-10-25,The Glory of God,"God seeks our worship, not because it meets his need, but because it meets ours. God is the only one beautiful enough to satisfy us forever."
1110,How Much of My Happiness Is Settled by Factors Outside My Immediate Control?,https://www.desiringgod.org/interviews/how-much-of-my-happiness-is-settled-by-factors-outside-my-immediate-control,2017-10-23,Christian Hedonism,Someone recently claimed that 88% of our happiness is outside of our control. How should a Christian hedonist evaluate this theory?
1109,How Martin Luther Built a Brand That Changed the World,https://www.desiringgod.org/interviews/how-martin-luther-built-a-brand-that-changed-the-world,2017-10-20,Church History,The Reformation spread when an unknown monk leveraged a rudimentary piece of technology developed by a devout Roman Catholic.
1108,What Are the Best Reformation Biographies?,https://www.desiringgod.org/interviews/what-are-the-best-reformation-biographies,2017-10-18,History & Biography,"Good biographies expose us to times, people, and thinking outside of our own day. Here are some of the best biographies of Reformation figures."
1107,Why the Reformation Remains Relevant After 500 Years,https://www.desiringgod.org/interviews/why-the-reformation-remains-relevant-after-500-years,2017-10-16,Church History,Choosing which of the five ‘solas’ is most important is like choosing which wing of an airplane matters most. All the ‘solas’ stand or fall together.
1106,Is Anyone Born a Racist? Or Is It Learned?,https://www.desiringgod.org/interviews/is-anyone-born-a-racist-or-is-it-learned,2017-10-13,Race & Ethnic Harmony,"Racism, hate, and anger have all erupted in fresh ways this last year. Are we born with these ethnic prejudices, or do we learn them?"
1105,Is Knowing God’s Sovereignty Important to My Daily Life?,https://www.desiringgod.org/interviews/is-knowing-gods-sovereignty-important-to-my-daily-life,2017-10-11,The Sovereignty of God,The Bible not only recognizes that God controls everything. It also demands that we build our lives around that truth.
1104,God Is Holy and Righteous — Are Those the Same?,https://www.desiringgod.org/interviews/god-is-holy-and-righteous-are-those-the-same,2017-10-09,The Holiness of God,What is the difference between God’s holiness and his righteousness? And what does that mean for us?
